"node_id","modificado_top","modificado_final","oficial_jerarquico_top","oficial_jerarquico_final","oficial_two_level_top","oficial_two_level_final"
1921,6,124,10,207,113,113
1922,14,62,4,134,61,61
1923,6,112,10,210,34,34
1924,1,18,1,2,18,18
1925,7,132,9,204,58,58
1926,3,126,2,55,115,115
1927,5,14,7,170,14,14
1928,3,76,2,72,72,72
1929,4,92,13,236,87,87
1930,8,105,11,222,100,100
1931,3,13,2,34,13,13
1932,15,128,12,233,102,102
1933,2,22,5,150,22,22
1934,2,2,4,128,2,2
1935,1,127,1,30,116,116
1936,7,117,3,118,117,117
1937,3,100,1,15,94,94
1938,3,54,1,13,54,54
1939,3,103,2,67,97,97
1940,7,84,3,108,81,81
1941,5,188,7,183,153,153
1942,7,84,3,108,81,81
1943,7,39,3,101,38,38
1944,1,51,1,23,51,51
1945,3,41,1,8,40,40
1946,3,126,2,55,115,115
1947,7,39,3,101,38,38
1948,7,45,3,102,44,44
1949,3,181,2,74,46,46
1950,6,35,10,214,34,34
1951,7,131,2,43,20,20
1952,7,117,3,118,117,117
1953,2,31,4,133,23,23
1954,2,31,4,133,23,23
1955,7,132,9,204,58,58
1956,3,137,2,91,98,98
1957,3,100,1,15,94,94
1958,3,89,1,4,85,85
1959,8,135,2,81,120,120
1960,3,107,2,47,67,67
1961,11,139,6,161,122,122
1962,7,58,9,193,58,58
1963,7,77,3,103,73,73
1964,3,69,2,50,104,104
1965,7,64,3,116,63,63
1966,3,66,5,156,64,64
1967,15,134,12,230,119,119
1968,3,5,5,143,5,5
1969,11,139,6,161,122,122
1970,2,98,11,220,93,93
1971,9,172,9,206,143,143
1972,3,48,2,35,47,47
1973,2,115,4,140,108,108
1974,3,145,1,28,57,57
1975,11,146,6,167,126,126
1976,15,109,12,229,102,102
1977,3,70,2,40,68,68
1978,15,109,12,229,102,102
1979,3,38,2,61,123,123
1980,9,148,9,199,128,128
1981,10,28,8,185,28,28
1982,3,47,2,32,46,46
1983,11,149,6,168,59,59
1984,3,21,2,36,21,21
1985,7,64,3,116,63,63
1986,3,151,5,158,48,48
1987,3,76,2,72,72,72
1988,7,63,3,105,62,62
1989,3,76,2,72,72,72
1990,3,5,5,143,5,5
1991,3,56,2,57,56,56
1992,1,27,1,10,27,27
1993,3,82,2,65,78,78
1994,3,5,5,143,5,5
1995,6,154,10,213,130,130
1996,11,156,6,165,132,132
1997,8,135,2,81,120,120
1998,5,16,7,181,16,16
1999,7,77,3,100,73,73
2000,8,81,11,219,77,77
2001,11,157,6,164,133,133
2002,3,155,2,59,131,131
2003,3,158,2,55,134,134
2004,3,158,2,55,134,134
2005,5,129,7,176,106,106
2006,11,139,6,161,122,122
2007,3,21,2,36,21,21
2008,6,124,10,207,113,113
2009,3,11,1,5,11,11
2010,3,8,2,63,8,8
2011,9,159,9,198,135,135
2012,9,43,9,194,42,42
2013,9,43,9,191,42,42
2014,3,160,2,46,53,53
2015,7,120,3,106,52,52
2016,5,7,7,175,7,7
2017,7,45,3,102,44,44
2018,11,139,6,161,122,122
2019,2,22,5,150,22,22
2020,3,41,1,8,40,40
2021,3,47,2,51,46,46
2022,8,163,2,80,120,120
2023,14,164,3,122,44,44
2024,11,144,6,163,125,125
2025,3,80,2,32,76,76
2026,3,88,2,33,84,84
2027,3,88,2,33,84,84
2028,9,161,9,190,137,137
2029,12,130,2,87,118,118
2030,3,48,2,35,47,47
2031,3,3,2,37,3,3
2032,9,150,9,195,42,42
2033,3,21,2,36,21,21
2034,3,165,2,93,76,76
2035,9,150,11,225,93,93
2036,3,66,5,156,64,64
2037,3,40,5,147,39,39
2038,9,26,9,192,26,26
2039,7,166,3,127,138,138
2040,3,48,2,35,47,47
2041,3,71,1,6,46,46
2042,9,150,9,205,42,42
2043,3,107,2,47,67,67
2044,2,98,11,220,93,93
2045,15,134,12,231,119,119
2046,3,70,2,45,68,68
2047,8,163,2,82,120,120
2048,11,157,6,164,133,133
2049,2,22,5,150,22,22
2050,2,170,4,141,142,142
2051,11,144,6,163,125,125
2052,3,67,2,96,65,65
2053,3,19,2,69,19,19
2054,8,24,11,218,24,24
2055,8,24,11,218,24,24
2056,3,4,2,38,4,4
2057,3,162,2,97,48,48
2058,3,173,2,74,46,46
2059,3,138,2,83,106,106
2060,3,88,2,33,84,84
2061,3,138,2,83,106,106
2062,2,2,4,128,2,2
2063,7,198,3,113,144,144
2064,3,104,2,44,99,99
2065,3,104,2,44,99,99
2066,13,79,5,154,75,75
2067,3,174,2,54,37,37
2068,11,139,6,161,122,122
2069,3,175,2,92,145,145
2070,11,139,6,161,122,122
2071,8,24,11,227,24,24
2072,9,159,9,198,135,135
2073,7,121,3,102,111,111
2074,8,142,2,90,99,99
2075,15,109,12,232,102,102
2076,3,42,2,77,41,41
2077,3,174,2,54,37,37
2078,13,113,3,124,146,146
2079,9,161,9,190,137,137
2080,3,193,2,76,156,156
2081,6,154,10,213,130,130
2082,3,82,2,65,78,78
2083,7,77,3,100,73,73
2084,1,168,2,52,140,140
2085,8,105,11,222,100,100
2086,3,126,2,50,115,115
2087,3,42,2,77,41,41
2088,9,161,9,190,137,137
2089,3,104,2,44,99,99
2090,3,138,2,83,106,106
2091,3,56,2,57,56,56
2092,7,121,3,102,111,111
2093,3,20,2,43,20,20
2094,6,124,10,216,113,113
2095,9,26,9,192,26,26
2096,5,96,7,174,7,7
2097,3,42,2,77,41,41
2098,6,112,10,210,34,34
2099,3,38,2,61,123,123
2100,3,169,1,20,141,141
2101,13,180,3,126,148,148
2102,7,63,3,105,62,62
2103,3,73,5,155,79,79
2104,5,99,7,177,7,7
2105,11,144,6,162,125,125
2106,3,143,2,60,124,124
2107,8,81,11,219,77,77
2108,3,56,2,57,56,56
2109,9,161,9,190,137,137
2110,3,126,2,55,134,134
2111,9,161,9,190,137,137
2112,1,87,1,14,83,83
2113,3,119,2,41,53,53
2114,3,138,2,83,106,106
2115,11,157,6,164,133,133
2116,11,157,6,164,133,133
2117,10,123,9,197,112,112
2118,3,42,2,77,41,41
2119,3,5,5,143,5,5
2120,3,82,2,65,78,78
2121,3,82,2,65,78,78
2122,3,75,1,19,71,71
2123,9,161,9,190,137,137
2124,1,27,1,10,27,27
2125,2,10,4,130,10,10
2126,15,109,12,229,102,102
2127,3,11,1,1,11,11
2128,7,58,3,110,58,58
2129,3,138,2,83,106,106
2130,3,88,2,33,84,84
2131,2,185,4,142,150,150
2132,3,176,2,42,69,69
2133,14,140,4,137,61,61
2134,3,186,1,17,151,151
2135,3,186,1,17,151,151
2136,9,161,9,190,137,137
2137,5,188,7,182,153,153
2138,3,182,2,68,149,149
2139,3,187,2,73,152,152
2140,9,161,9,190,137,137
2141,7,136,3,121,121,121
2142,3,73,5,146,79,79
2143,1,122,1,26,1,1
2144,3,13,2,34,13,13
2145,8,24,11,226,24,24
2146,8,142,2,90,99,99
2147,9,161,9,190,137,137
2148,8,135,2,81,120,120
2149,3,126,2,55,115,115
2150,7,121,3,102,111,111
2151,7,121,3,102,111,111
2152,3,49,9,193,48,48
2153,3,42,2,77,41,41
2154,3,126,2,55,115,115
2155,3,179,2,63,8,8
2156,3,29,2,86,29,29
2157,7,121,3,102,111,111
2158,7,121,3,102,111,111
2159,3,42,2,77,41,41
2160,3,89,1,4,85,85
2161,9,161,9,190,137,137
2162,3,80,2,47,67,67
2163,7,121,3,102,111,111
2164,11,139,6,161,122,122
2165,3,178,2,71,129,129
2166,9,161,9,190,137,137
2167,3,41,1,8,40,40
2168,3,41,1,8,40,40
2169,8,81,11,219,77,77
2170,7,77,3,106,52,52
2171,3,93,1,1,88,88
2172,9,161,9,190,137,137
2173,3,42,2,77,41,41
2174,11,144,6,162,125,125
2175,11,34,6,160,33,33
2176,10,33,8,187,32,32
2177,9,161,9,190,137,137
2178,7,63,3,105,62,62
2179,3,41,1,8,40,40
2180,7,63,3,105,62,62
2181,9,43,9,194,42,42
2182,6,112,10,210,34,34
2183,11,157,6,164,133,133
2184,6,112,10,210,34,34
2185,8,81,11,219,77,77
2186,8,81,11,219,77,77
2187,3,191,2,79,154,154
2188,10,123,9,197,112,112
2189,9,147,9,202,127,127
2190,2,2,4,128,2,2
2191,3,181,2,74,46,46
2192,1,37,1,9,36,36
2193,12,50,5,145,49,49
2194,3,53,2,46,21,21
2195,3,3,2,49,50,50
2196,3,21,2,36,21,21
2197,3,38,2,59,131,131
2198,3,12,2,56,12,12
2199,3,80,2,32,76,76
2200,3,88,2,33,84,84
2201,3,80,2,32,76,76
2202,3,80,2,47,67,67
2203,3,71,1,16,57,57
2204,3,71,1,16,57,57
2205,3,13,2,34,13,13
2206,3,44,2,62,43,43
2207,3,48,2,35,47,47
2208,3,85,2,54,37,37
2209,3,102,2,57,96,96
2210,3,107,2,47,67,67
2211,3,93,2,45,88,88
2212,3,133,2,41,88,88
2213,3,194,2,84,157,157
2214,3,182,2,68,149,149
2215,3,171,2,58,92,92
2216,3,171,2,58,92,92
2217,3,171,2,58,92,92
2218,3,102,2,57,96,96
2219,3,11,1,1,11,11
2220,3,177,5,147,39,39
2221,3,153,2,70,129,129
2222,3,48,2,35,47,47
2223,3,38,2,61,123,123
2224,3,182,2,68,149,149
2225,3,76,2,72,72,72
2226,3,94,2,78,89,89
2227,3,191,2,79,154,154
2228,3,38,2,61,123,123
2229,3,119,2,41,53,53
2230,3,104,2,44,99,99
2231,3,104,2,44,99,99
2232,3,11,1,1,11,11
2233,3,187,2,73,152,152
2234,1,192,1,24,155,155
2235,3,11,1,1,11,11
2236,3,181,2,74,46,46
2237,1,18,1,2,18,18
2238,1,18,1,2,18,18
2239,3,47,2,32,46,46
2240,3,53,2,46,53,53
2241,3,29,2,86,29,29
2242,7,52,3,111,52,52
2243,2,31,4,133,23,23
2244,2,65,4,135,10,10
2245,11,59,6,159,59,59
2246,7,196,3,113,144,144
2247,7,197,3,114,73,73
2248,5,96,7,172,91,91
2249,7,120,3,106,52,52
2250,7,84,3,108,81,81
2251,7,84,3,108,81,81
2252,7,84,3,108,81,81
2253,3,72,2,42,69,69
2254,5,96,7,172,91,91
2255,8,74,11,221,70,70
2256,7,17,3,99,17,17
2257,7,45,3,104,44,44
2258,7,136,3,117,121,121
2259,7,17,3,99,17,17
2260,7,17,3,99,17,17
2261,3,184,2,49,50,50
2262,7,17,3,99,17,17
2263,7,17,3,99,17,17
2264,7,17,3,99,17,17
2265,5,7,7,175,7,7
2266,5,7,7,175,7,7
2267,5,190,7,175,7,7
2268,7,199,3,119,158,158
2269,8,81,11,219,77,77
2270,3,176,2,42,69,69
2271,2,98,11,220,93,93
2272,15,109,12,234,102,102
2273,5,188,7,178,153,153
2274,5,188,7,178,153,153
2275,5,7,7,179,7,7
2276,3,95,5,153,90,90
2277,3,95,5,153,90,90
2278,7,120,3,106,52,52
2279,3,95,5,153,90,90
2280,5,7,7,179,7,7
2281,5,7,7,179,7,7
2282,5,7,7,179,7,7
2283,13,183,3,123,146,146
2284,2,2,4,128,2,2
2285,5,96,7,173,91,91
2286,5,96,7,173,91,91
2287,7,77,3,100,73,73
2288,7,77,3,100,73,73
2289,5,190,7,177,7,7
2290,3,103,2,67,97,97
2291,9,172,9,206,143,143
2292,13,180,3,126,148,148
2293,3,3,2,49,50,50
2294,7,77,3,100,73,73
2295,7,77,3,100,73,73
2296,13,183,3,123,146,146
2297,2,201,4,138,2,2
2298,7,39,3,109,38,38
2299,3,195,2,94,76,76
2300,3,176,2,42,69,69
2301,8,24,11,218,24,24
2302,2,98,11,220,93,93
2303,12,68,2,89,66,66
2304,6,124,10,207,113,113
2305,5,14,7,170,14,14
2306,3,104,2,44,99,99
2307,7,39,3,101,38,38
2308,7,58,3,110,58,58
2309,7,58,3,110,58,58
2310,7,58,3,110,58,58
2311,7,136,3,117,121,121
2312,3,97,2,41,92,92
2313,3,176,2,42,69,69
2314,7,58,3,110,58,58
2315,7,58,3,110,58,58
2316,6,15,10,209,15,15
2317,14,62,4,134,61,61
2318,14,62,4,134,61,61
2319,14,62,4,134,61,61
2320,7,77,3,100,73,73
2321,7,77,3,100,73,73
2322,7,77,3,100,73,73
2323,3,202,2,98,68,68
2324,7,77,3,100,73,73
2325,7,84,3,108,81,81
2326,12,50,5,145,49,49
2327,12,50,5,145,49,49
2328,3,97,2,41,92,92
2329,6,124,10,207,113,113
2330,6,124,10,207,113,113
2331,8,24,11,218,24,24
2332,8,24,11,218,24,24
2333,13,180,3,125,148,148
2334,8,24,11,228,24,24
2335,6,124,10,208,113,113
2336,6,124,10,208,113,113
2337,6,124,10,208,113,113
2338,6,124,10,208,113,113
2339,6,124,10,208,113,113
2340,6,124,10,208,113,113
2341,6,124,10,208,113,113
2342,6,124,10,208,113,113
2343,6,124,10,208,113,113
2344,6,124,10,208,113,113
2345,8,24,11,218,24,24
2346,7,77,3,103,73,73
2347,7,77,3,103,73,73
2348,7,77,3,103,73,73
2349,7,77,3,103,73,73
2350,11,59,6,159,59,59
2351,7,77,3,103,73,73
2352,7,77,3,103,73,73
2353,7,77,3,103,73,73
2354,7,77,3,103,73,73
2355,7,77,3,103,73,73
2356,7,77,3,100,73,73
2357,7,77,3,100,73,73
2358,7,77,3,100,73,73
2359,7,77,3,100,73,73
2360,7,77,3,100,73,73
2361,7,77,3,100,73,73
2362,7,77,3,100,73,73
2363,7,77,3,100,73,73
2364,7,77,3,100,73,73
2365,7,77,3,100,73,73
2366,7,77,3,107,73,73
2367,7,77,3,100,73,73
2368,7,77,3,100,73,73
2369,5,36,7,169,35,35
2370,5,189,5,155,79,79
2371,7,17,3,99,17,17
2372,13,183,3,108,146,146
2373,13,183,3,108,146,146
2374,7,108,3,104,44,44
2375,7,108,3,104,44,44
