"node_id","level_1","level_2","level_3","final_module","membership_igraph","oficial_no_regularizado_top","oficial_no_regularizado_final","oficial_regularizado_top","oficial_regularizado_final"
1370,1,3,73,73,73,5,146,78,78
1371,1,14,140,140,140,4,137,126,126
1372,1,15,109,109,109,12,229,102,102
1373,1,9,26,26,26,9,192,27,27
1374,1,3,89,89,89,1,4,84,84
1375,1,3,184,184,184,1,12,51,51
1376,1,1,37,37,37,1,9,21,21
1377,1,3,11,11,11,1,5,16,16
1378,1,3,114,114,114,2,48,4,4
1379,1,3,76,76,76,2,72,72,72
1380,1,3,60,60,60,2,39,49,49
1381,1,3,178,178,178,2,71,153,153
1382,1,5,190,190,190,7,177,161,161
1383,1,5,188,188,188,7,182,160,160
1384,1,3,69,69,69,2,50,67,67
1385,1,3,104,104,104,2,44,98,98
1386,1,3,138,138,138,9,196,106,106
1387,1,3,19,19,19,2,69,48,48
1388,1,3,47,47,47,2,32,47,47
1389,1,3,177,177,177,2,58,92,92
1390,1,3,182,182,182,2,68,155,155
1391,1,3,191,191,191,2,79,162,162
1392,1,3,88,88,88,2,33,83,83
1393,1,9,147,147,147,9,202,132,132
1394,1,2,78,78,78,4,132,74,74
1395,1,11,34,34,34,6,160,34,34
1396,1,3,102,102,102,2,57,57,57
1397,1,3,13,13,13,2,34,12,12
1398,1,3,88,88,88,2,33,83,83
1399,1,3,4,4,4,2,38,4,4
1400,1,2,2,2,2,4,129,2,2
1401,1,9,167,167,167,9,200,76,76
1402,1,12,50,50,50,5,145,50,50
1403,1,3,126,126,126,2,55,115,115
1404,1,3,12,12,12,2,56,11,11
1405,1,3,21,21,21,2,36,22,22
1406,1,3,181,181,181,2,74,47,47
1407,1,6,124,124,124,2,41,114,114
1408,1,3,187,187,187,2,73,159,159
1409,1,3,38,38,38,2,59,38,38
1410,1,3,119,119,119,2,66,108,108
1411,1,3,12,12,12,2,56,11,11
1412,1,3,126,126,126,2,55,115,115
1413,1,3,80,80,80,2,32,68,68
1414,1,3,177,177,177,2,58,92,92
1415,1,3,187,187,187,2,73,159,159
1416,1,3,48,48,48,2,35,48,48
1417,1,3,71,71,71,1,16,58,58
1418,1,1,192,192,192,1,24,163,163
1419,1,3,56,56,56,2,57,57,57
1420,1,3,12,12,12,2,56,118,118
1421,1,3,44,44,44,2,62,44,44
1422,1,3,4,4,4,2,38,4,4
1423,1,3,70,70,70,2,40,127,127
1424,1,3,72,72,72,2,42,69,69
1425,1,3,48,48,48,2,35,48,48
1426,1,3,179,179,179,2,61,92,92
1427,1,3,191,191,191,2,79,162,162
1428,1,3,72,72,72,5,148,5,5
1429,1,3,88,88,88,2,33,83,83
1430,1,3,193,193,193,2,76,141,141
1431,1,3,83,83,83,2,53,79,79
1432,1,3,38,38,38,2,59,38,38
1433,1,3,97,97,97,2,41,92,92
1434,1,3,93,93,93,2,45,88,88
1435,1,3,88,88,88,2,33,83,83
1436,1,3,41,41,41,1,8,41,41
1437,1,3,119,119,119,2,66,108,108
1438,1,3,153,153,153,2,70,136,136
1439,1,3,38,38,38,2,54,38,38
1440,1,3,19,19,19,2,69,19,19
1441,1,3,38,38,38,2,61,92,92
1442,1,3,114,114,114,2,48,4,4
1443,1,3,47,47,47,2,32,47,47
1444,1,3,133,133,133,2,85,140,140
1445,1,3,88,88,88,2,33,83,83
1446,1,3,178,178,178,2,71,153,153
1447,1,3,193,193,193,2,76,141,141
1448,1,3,83,83,83,2,53,79,79
1449,1,3,80,80,80,2,32,68,68
1450,1,3,107,107,107,2,47,101,101
1451,1,3,102,102,102,2,35,57,57
1452,1,3,126,126,126,2,55,115,115
1453,1,3,178,178,178,2,71,153,153
1454,1,3,102,102,102,2,57,57,57
1455,1,1,168,168,168,2,52,146,146
1456,1,3,38,38,38,2,61,92,92
1457,1,3,93,93,93,2,45,88,88
1458,1,3,80,80,80,2,32,68,68
1459,1,3,102,102,102,2,35,57,57
1460,1,3,93,93,93,2,45,88,88
1461,1,3,83,83,83,2,53,79,79
1462,1,3,175,175,175,2,92,151,151
1463,1,3,41,41,41,1,8,41,41
1464,1,3,69,69,69,2,50,67,67
1465,1,3,93,93,93,2,45,88,88
1466,1,3,152,152,152,2,75,153,153
1467,1,3,104,104,104,2,44,98,98
1468,1,3,119,119,119,2,66,108,108
1469,1,3,114,114,114,2,48,4,4
1470,1,3,3,3,3,2,49,51,51
1471,1,3,177,177,177,5,147,40,40
1472,1,7,17,17,17,3,99,17,17
1473,1,3,85,85,85,2,54,38,38
1474,1,3,194,194,194,2,84,164,164
1475,1,3,70,70,70,2,40,127,127
1476,1,3,182,182,182,2,68,155,155
1477,1,3,169,169,169,1,20,147,147
1478,1,3,182,182,182,2,68,155,155
1479,1,3,11,11,11,1,1,165,165
1480,1,3,152,152,152,2,75,153,153
1481,1,3,80,80,80,2,32,68,68
1482,1,3,80,80,80,2,32,68,68
1483,1,3,47,47,47,2,32,47,47
1484,1,3,182,182,182,2,68,155,155
1485,1,3,44,44,44,2,62,44,44
1486,1,3,88,88,88,2,33,83,83
1487,1,3,47,47,47,2,32,47,47
1488,1,3,13,13,13,2,34,12,12
1489,1,1,168,168,168,2,52,146,146
1490,1,1,1,1,1,1,3,1,1
1491,1,3,102,102,102,2,57,57,57
1492,1,3,80,80,80,2,32,68,68
1493,1,3,71,71,71,1,6,58,58
1494,1,3,133,133,133,2,85,140,140
1495,1,3,107,107,107,2,47,101,101
1496,1,3,70,70,70,2,40,127,127
1497,1,3,85,85,85,2,54,38,38
1498,1,3,119,119,119,2,66,108,108
1499,1,3,126,126,126,2,50,67,67
1500,1,3,133,133,133,2,85,140,140
1501,1,3,177,177,177,2,58,92,92
1502,1,3,44,44,44,2,62,44,44
1503,1,3,107,107,107,2,47,101,101
1504,1,3,191,191,191,2,79,162,162
1505,1,3,88,88,88,2,33,83,83
1506,1,3,11,11,11,1,1,10,10
1507,1,3,38,38,38,2,59,38,38
1508,1,3,133,133,133,2,85,140,140
1509,1,3,194,194,194,2,84,164,164
1510,1,3,72,72,72,2,42,69,69
1511,1,3,71,71,71,1,16,58,58
1512,1,3,80,80,80,2,32,68,68
1513,1,3,119,119,119,2,66,108,108
1514,1,3,143,143,143,2,60,129,129
1515,1,3,119,119,119,2,66,108,108
1516,1,3,82,82,82,2,65,77,77
1517,1,3,83,83,83,2,53,79,79
1518,1,3,179,179,179,2,63,8,8
1519,1,3,93,93,93,2,45,88,88
1520,1,3,193,193,193,2,76,141,141
1521,1,3,182,182,182,2,68,155,155
1522,1,3,53,53,53,2,32,97,97
1523,1,3,194,194,194,2,84,164,164
1524,1,3,194,194,194,2,84,164,164
1525,1,3,19,19,19,2,69,19,19
1526,1,3,88,88,88,2,33,83,83
1527,1,3,102,102,102,2,35,57,57
1528,1,3,181,181,181,2,74,47,47
1529,1,3,194,194,194,2,84,164,164
1530,1,3,47,47,47,2,32,47,47
1531,1,3,102,102,102,2,41,92,92
1532,1,3,38,38,38,2,61,38,38
1533,1,3,53,53,53,2,46,54,54
1534,1,3,48,48,48,2,35,48,48
1535,1,3,85,85,85,2,54,38,38
1536,1,3,4,4,4,2,38,4,4
1537,1,3,102,102,102,2,35,57,57
1538,1,3,193,193,193,2,76,141,141
1539,1,3,53,53,53,2,46,54,54
1540,1,3,48,48,48,2,35,48,48
1541,1,3,11,11,11,1,1,10,10
1542,1,3,11,11,11,1,1,166,166
1543,1,3,11,11,11,1,1,10,10
1544,1,3,177,177,177,2,58,92,92
1545,1,3,119,119,119,2,66,108,108
1546,1,3,80,80,80,2,47,68,68
1547,1,3,88,88,88,2,33,83,83
1548,1,3,187,187,187,2,73,159,159
1549,1,1,192,192,192,1,24,163,163
1550,1,3,195,195,195,2,94,68,68
1551,1,3,40,40,40,5,147,40,40
1552,1,3,119,119,119,2,41,54,54
1553,1,3,93,93,93,2,45,88,88
1554,1,3,47,47,47,2,32,47,47
1555,1,3,80,80,80,2,32,68,68
1556,1,3,3,3,3,2,37,3,3
1557,1,3,177,177,177,2,58,92,92
1558,1,3,3,3,3,2,49,51,51
1559,1,3,102,102,102,2,57,57,57
1560,1,3,187,187,187,2,73,159,159
1561,1,3,19,19,19,2,69,19,19
1562,1,3,41,41,41,1,8,41,41
1563,1,3,88,88,88,2,33,83,83
1564,1,3,80,80,80,2,47,68,68
1565,1,3,177,177,177,2,58,92,92
1566,1,3,169,169,169,1,20,147,147
1567,1,3,133,133,133,2,85,140,140
1568,1,3,107,107,107,2,41,92,92
1569,1,3,53,53,53,2,46,54,54
1570,1,3,187,187,187,2,73,159,159
1571,1,3,114,114,114,2,48,4,4
1572,1,3,80,80,80,2,32,68,68
1573,1,3,11,11,11,1,1,117,117
1574,1,3,8,8,8,2,63,8,8
1575,1,3,193,193,193,2,76,141,141
1576,1,3,44,44,44,2,62,44,44
1577,1,3,103,103,103,2,67,96,96
1578,1,3,107,107,107,2,48,101,101
1579,1,3,66,66,66,5,156,65,65
1580,1,3,44,44,44,2,62,44,44
1581,1,3,182,182,182,2,68,155,155
1582,1,3,44,44,44,2,62,44,44
1583,1,3,13,13,13,2,34,12,12
1584,1,3,71,71,71,1,6,58,58
1585,1,3,38,38,38,2,61,38,38
1586,1,3,46,46,46,2,64,46,46
1587,1,3,194,194,194,2,84,164,164
1588,1,3,38,38,38,2,59,38,38
1589,1,3,104,104,104,2,44,98,98
1590,1,3,191,191,191,2,79,162,162
1591,1,3,53,53,53,2,32,97,97
1592,1,3,152,152,152,2,75,69,69
1593,1,3,191,191,191,2,79,162,162
1594,1,3,107,107,107,2,47,101,101
1595,1,3,20,20,20,2,43,21,21
1596,1,3,40,40,40,5,147,40,40
1597,1,3,40,40,40,5,147,40,40
1598,1,3,47,47,47,2,32,134,134
1599,1,3,19,19,19,2,69,19,19
1600,1,3,38,38,38,2,61,38,38
1601,1,3,48,48,48,2,35,48,48
1602,1,3,72,72,72,2,42,69,69
1603,1,7,125,125,125,3,107,73,73
1604,1,3,29,29,29,2,86,30,30
1605,1,10,33,33,33,8,187,20,20
1606,1,7,52,52,52,3,111,53,53
1607,1,5,129,129,129,7,176,94,94
1608,1,2,31,31,31,4,133,32,32
1609,1,10,33,33,33,2,49,51,51
1610,1,7,17,17,17,3,99,17,17
1611,1,2,65,65,65,4,135,109,109
1612,1,11,59,59,59,6,159,60,60
1613,1,7,117,117,117,3,118,110,110
1614,1,7,196,196,196,3,113,167,167
1615,1,3,47,47,47,2,51,47,47
1616,1,7,197,197,197,3,114,73,73
1617,1,3,195,195,195,2,94,68,68
1618,1,7,120,120,120,3,106,53,53
1619,1,7,77,77,77,3,107,73,73
1620,1,7,84,84,84,3,108,80,80
1621,1,3,47,47,47,2,51,47,47
1622,1,7,136,136,136,3,121,125,125
1623,1,7,17,17,17,3,99,17,17
1624,1,8,74,74,74,11,221,70,70
1625,1,6,124,124,124,10,208,114,114
1626,1,7,108,108,108,3,104,45,45
1627,1,7,198,198,198,3,113,150,150
1628,1,7,52,52,52,3,111,53,53
1629,1,5,36,36,36,7,169,36,36
1630,1,7,84,84,84,3,108,80,80
1631,1,6,124,124,124,10,208,114,114
1632,1,5,190,190,190,7,175,161,161
1633,1,7,199,199,199,3,119,167,167
1634,1,7,39,39,39,3,101,39,39
1635,1,15,109,109,109,12,234,102,102
1636,1,3,80,80,80,2,32,68,68
1637,1,6,15,15,15,10,211,14,14
1638,1,5,188,188,188,7,178,160,160
1639,1,2,2,2,2,4,128,2,2
1640,1,4,9,9,9,13,238,90,90
1641,1,13,183,183,183,3,123,152,152
1642,1,7,199,199,199,3,119,167,167
1643,1,5,30,30,30,7,171,31,31
1644,1,7,17,17,17,3,99,17,17
1645,1,7,17,17,17,3,99,17,17
1646,1,7,17,17,17,3,99,17,17
1647,1,7,77,77,77,3,100,73,73
1648,1,7,198,198,198,3,113,150,150
1649,1,7,77,77,77,3,100,73,73
1650,1,7,77,77,77,3,100,73,73
1651,1,14,164,164,164,3,122,45,45
1652,1,3,119,119,119,2,41,54,54
1653,1,2,10,10,10,4,139,20,20
1654,1,12,50,50,50,5,145,50,50
1655,1,5,188,188,188,7,178,160,160
1656,1,7,197,197,197,3,114,73,73
1657,1,7,120,120,120,3,106,53,53
1658,1,7,199,199,199,3,119,167,167
1659,1,5,7,7,7,7,179,111,111
1660,1,3,42,42,42,2,77,42,42
1661,1,3,69,69,69,2,50,67,67
1662,1,13,183,183,183,3,123,152,152
1663,1,7,84,84,84,3,107,80,80
1664,1,3,200,200,200,1,5,16,16
1665,1,3,97,97,97,2,41,92,92
1666,1,7,77,77,77,3,103,73,73
1667,1,3,141,141,141,2,61,38,38
1668,1,3,175,175,175,2,92,151,151
1669,1,7,17,17,17,3,99,17,17
1670,1,7,136,136,136,3,117,125,125
1671,1,12,50,50,50,5,145,50,50
1672,1,2,65,65,65,4,135,109,109
1673,1,5,188,188,188,7,183,160,160
1674,1,5,14,14,14,7,170,13,13
1675,1,12,130,130,130,2,87,79,79
1676,1,7,17,17,17,3,99,17,17
1677,1,5,96,96,96,7,173,91,91
1678,1,7,77,77,77,3,100,73,73
1679,1,5,190,190,190,7,175,161,161
1680,1,7,39,39,39,3,101,39,39
1681,1,13,180,180,180,3,108,154,154
1682,1,8,74,74,74,11,223,70,70
1683,1,2,2,2,2,4,128,2,2
1684,1,3,97,97,97,2,41,92,92
1685,1,4,92,92,92,13,236,87,87
1686,1,7,77,77,77,3,100,73,73
1687,1,13,183,183,183,3,123,152,152
1688,1,7,77,77,77,3,100,73,73
1689,1,2,201,201,201,4,138,168,168
1690,1,7,77,77,77,3,107,73,73
1691,1,3,114,114,114,2,48,4,4
1692,1,7,77,77,77,3,100,73,73
1693,1,8,74,74,74,11,221,70,70
1694,1,7,17,17,17,3,99,17,17
1695,1,5,16,16,16,7,180,15,15
1696,1,3,3,3,3,2,49,51,51
1697,1,3,176,176,176,2,42,51,51
1698,1,11,34,34,34,6,160,34,34
1699,1,7,77,77,77,3,107,73,73
1700,1,5,190,190,190,7,175,161,161
1701,1,3,3,3,3,2,49,51,51
1702,1,7,77,77,77,3,107,73,73
1703,1,7,108,108,108,3,104,45,45
1704,1,5,7,7,7,7,179,111,111
1705,1,12,68,68,68,2,89,66,66
1706,1,14,164,164,164,3,122,45,45
1707,1,7,77,77,77,3,100,73,73
1708,1,6,124,124,124,10,207,114,114
1709,1,3,83,83,83,2,53,79,79
1710,1,5,14,14,14,7,170,13,13
1711,1,5,189,189,189,5,155,31,31
1712,1,4,92,92,92,13,239,87,87
1713,1,8,74,74,74,11,221,70,70
1714,1,7,52,52,52,3,111,53,53
1715,1,8,24,24,24,11,218,25,25
1716,1,7,17,17,17,3,99,17,17
1717,1,7,45,45,45,3,104,45,45
1718,1,7,39,39,39,3,101,39,39
1719,1,3,179,179,179,2,63,8,8
1720,1,7,17,17,17,3,99,17,17
1721,1,7,77,77,77,3,114,73,73
1722,1,3,97,97,97,2,41,92,92
1723,1,7,136,136,136,3,117,125,125
1724,1,2,2,2,2,4,128,2,2
1725,1,3,5,5,5,5,143,5,5
1726,1,7,17,17,17,3,99,17,17
1727,1,7,17,17,17,3,99,17,17
1728,1,6,15,15,15,10,209,14,14
1729,1,14,62,62,62,4,134,62,62
1730,1,7,77,77,77,3,100,73,73
1731,1,3,202,202,202,2,98,127,127
1732,1,7,17,17,17,3,99,17,17
1733,1,7,77,77,77,3,100,73,73
1734,1,7,45,45,45,3,113,167,167
1735,1,7,117,117,117,3,109,110,110
1736,1,11,59,59,59,6,166,34,34
1737,1,5,188,188,188,7,178,160,160
1738,1,11,59,59,59,6,159,60,60
1739,1,7,77,77,77,3,103,73,73
1740,1,5,189,189,189,5,155,31,31
1741,1,12,130,130,130,2,87,79,79
1742,1,14,62,62,62,4,134,62,62
1743,1,6,35,35,35,10,214,35,35
1744,1,7,108,108,108,3,104,45,45
1745,1,8,81,81,81,11,219,76,76
1746,1,7,198,198,198,3,113,150,150
1747,1,7,77,77,77,3,103,73,73
1748,1,14,62,62,62,4,134,62,62
1749,1,3,97,97,97,2,41,92,92
1750,1,6,15,15,15,10,211,14,14
1751,1,5,188,188,188,7,183,160,160
1752,1,7,39,39,39,3,101,39,39
1753,1,7,77,77,77,3,107,73,73
1754,1,5,188,188,188,7,178,160,160
1755,1,5,30,30,30,7,184,31,31
1756,1,13,180,180,180,3,125,154,154
1757,1,7,77,77,77,3,107,73,73
1758,1,6,124,124,124,10,208,114,114
1759,1,1,87,87,87,1,14,82,82
1760,1,7,117,117,117,3,109,110,110
1761,1,7,197,197,197,3,114,73,73
1762,1,7,39,39,39,3,109,110,110
1763,1,7,77,77,77,3,100,73,73
1764,1,7,77,77,77,3,107,73,73
1765,1,7,197,197,197,3,114,73,73
1766,1,7,17,17,17,3,99,17,17
1767,1,7,17,17,17,3,99,17,17
1768,1,8,81,81,81,11,219,76,76
1769,1,7,17,17,17,3,99,17,17
1770,1,6,124,124,124,10,208,114,114
1771,1,13,180,180,180,3,125,154,154
1772,1,7,120,120,120,3,106,53,53
1773,1,7,17,17,17,3,99,17,17
1774,1,5,30,30,30,7,171,31,31
1775,1,5,190,190,190,7,177,161,161
1776,1,7,77,77,77,3,107,73,73
1777,1,6,124,124,124,10,207,114,114
1778,1,7,77,77,77,3,103,73,73
1779,1,3,80,80,80,2,32,68,68
1780,1,2,2,2,2,4,128,2,2
1781,1,7,120,120,120,3,106,53,53
1782,1,7,196,196,196,3,113,167,167
1783,1,5,36,36,36,7,169,36,36
1784,1,15,109,109,109,12,232,102,102
1785,1,3,97,97,97,2,41,92,92
1786,1,7,77,77,77,3,107,73,73
1787,1,11,34,34,34,6,160,34,34
1788,1,1,203,203,203,1,27,169,169
1789,1,7,39,39,39,3,101,39,39
1790,1,7,17,17,17,3,99,17,17
1791,1,3,200,200,200,1,5,16,16
1792,1,3,95,95,95,5,153,90,90
1793,1,7,136,136,136,3,117,125,125
1794,1,7,77,77,77,3,100,73,73
1795,1,6,124,124,124,10,207,114,114
1796,1,6,35,35,35,10,214,35,35
1797,1,3,3,3,3,2,49,51,51
1798,1,8,142,142,142,11,224,128,128
1799,1,8,142,142,142,11,224,128,128
1800,1,7,77,77,77,3,103,73,73
1801,1,7,17,17,17,3,99,17,17
1802,1,7,120,120,120,3,106,53,53
1803,1,7,108,108,108,3,104,45,45
1804,1,4,6,6,6,13,237,6,6
1805,1,5,16,16,16,7,180,15,15
1806,1,4,9,9,9,13,235,9,9
1807,1,3,21,21,21,2,36,22,22
1808,1,1,18,18,18,1,2,18,18
1809,1,9,26,26,26,9,192,27,27
1810,1,5,36,36,36,7,169,36,36
1811,1,10,28,28,28,8,186,29,29
1812,1,1,1,1,1,1,3,1,1
1813,1,7,39,39,39,3,101,39,39
1814,1,3,90,90,90,1,2,18,18
1815,1,5,30,30,30,7,171,31,31
1816,1,2,10,10,10,4,130,20,20
1817,1,3,5,5,5,5,144,5,5
1818,1,3,46,46,46,2,64,46,46
1819,1,3,46,46,46,2,64,46,46
1820,1,3,49,49,49,2,39,49,49
1821,1,3,48,48,48,2,35,48,48
1822,1,11,34,34,34,6,160,34,34
1823,1,9,43,43,43,9,191,43,43
1824,1,12,50,50,50,5,145,50,50
1825,1,3,3,3,3,2,49,51,51
1826,1,3,54,54,54,1,13,55,55
1827,1,1,55,55,55,1,25,56,56
1828,1,5,16,16,16,7,181,15,15
1829,1,11,34,34,34,6,160,34,34
1830,1,3,3,3,3,2,37,3,3
1831,1,3,57,57,57,1,31,58,58
1832,1,5,14,14,14,7,170,13,13
1833,1,7,64,64,64,3,116,64,64
1834,1,3,20,20,20,2,43,21,21
1835,1,2,22,22,22,5,152,23,23
1836,1,13,61,61,61,5,149,61,61
1837,1,14,62,62,62,4,134,62,62
1838,1,3,12,12,12,2,56,11,11
1839,1,3,67,67,67,2,96,19,19
1840,1,1,1,1,1,1,3,1,1
1841,1,12,68,68,68,2,88,66,66
1842,1,12,50,50,50,5,145,50,50
1843,1,3,69,69,69,2,50,67,67
1844,1,12,50,50,50,5,145,50,50
1845,1,8,74,74,74,11,221,70,70
1846,1,3,72,72,72,2,42,69,69
1847,1,2,10,10,10,4,130,20,20
1848,1,7,39,39,39,3,101,39,39
1849,1,7,25,25,25,3,112,26,26
1850,1,3,82,82,82,2,65,77,77
1851,1,5,30,30,30,7,171,31,31
1852,1,6,86,86,86,10,217,81,81
1853,1,7,39,39,39,3,101,39,39
1854,1,1,1,1,1,1,3,1,1
1855,1,13,79,79,79,5,154,75,75
1856,1,1,18,18,18,1,2,18,18
1857,1,1,18,18,18,1,2,18,18
1858,1,4,92,92,92,13,239,87,87
1859,1,3,93,93,93,2,45,88,88
1860,1,5,96,96,96,7,172,91,91
1861,1,7,58,58,58,3,115,59,59
1862,1,4,92,92,92,13,236,87,87
1863,1,3,89,89,89,1,4,84,84
1864,1,2,22,22,22,5,151,23,23
1865,1,3,53,53,53,2,46,54,54
1866,1,5,14,14,14,7,170,13,13
1867,1,3,11,11,11,1,5,16,16
1868,1,4,92,92,92,13,236,87,87
1869,1,2,101,101,101,4,136,95,95
1870,1,5,14,14,14,7,170,13,13
1871,1,8,24,24,24,11,218,25,25
1872,1,1,203,203,203,1,27,169,169
1873,1,3,102,102,102,2,35,57,57
1874,1,3,53,53,53,2,32,97,97
1875,1,6,15,15,15,10,209,14,14
1876,1,4,9,9,9,13,238,90,90
1877,1,4,9,9,9,13,235,9,9
1878,1,1,91,91,91,1,21,86,86
1879,1,8,105,105,105,11,222,99,99
1880,1,3,83,83,83,2,53,40,40
1881,1,1,18,18,18,1,2,18,18
1882,1,6,106,106,106,10,212,100,100
1883,1,2,2,2,2,4,129,2,2
1884,1,1,1,1,1,1,3,1,1
1885,1,3,13,13,13,2,34,12,12
1886,1,7,108,108,108,3,104,45,45
1887,1,15,109,109,109,12,229,102,102
1888,1,6,106,106,106,10,215,100,100
1889,1,3,73,73,73,5,153,78,78
1890,1,3,100,100,100,1,15,71,71
1891,1,7,58,58,58,3,110,59,59
1892,1,6,112,112,112,10,210,105,105
1893,1,3,85,85,85,2,54,38,38
1894,1,12,50,50,50,5,145,50,50
1895,1,3,90,90,90,5,148,85,85
1896,1,3,73,73,73,5,155,78,78
1897,1,3,5,5,5,5,144,5,5
1898,1,3,116,116,116,2,95,108,108
1899,1,1,110,110,110,1,18,103,103
1900,1,7,17,17,17,3,99,17,17
1901,1,3,49,49,49,9,193,49,49
1902,1,12,50,50,50,5,157,50,50
1903,1,5,36,36,36,7,169,36,36
1904,1,3,89,89,89,1,4,84,84
1905,1,1,37,37,37,1,9,21,21
1906,1,2,2,2,2,4,128,2,2
1907,1,5,99,99,99,7,177,111,111
1908,1,7,58,58,58,3,115,59,59
1909,1,6,15,15,15,10,211,14,14
1910,1,9,118,118,118,9,201,112,112
1911,1,3,119,119,119,2,66,108,108
1912,1,7,45,45,45,3,102,45,45
1913,1,1,18,18,18,1,2,18,18
1914,1,7,45,45,45,3,102,45,45
1915,1,1,1,1,1,1,3,1,1
1916,1,3,94,94,94,2,78,89,89
1917,1,6,106,106,106,10,215,100,100
1918,1,2,65,65,65,5,148,5,5
1919,1,3,95,95,95,5,153,90,90
1920,1,7,108,108,108,3,120,45,45
1921,1,6,124,124,124,10,207,114,114
1922,1,14,62,62,62,4,134,62,62
1923,1,6,112,112,112,10,210,105,105
1924,1,1,18,18,18,1,2,18,18
1925,1,7,132,132,132,9,204,119,119
1926,1,3,126,126,126,2,55,115,115
1927,1,5,14,14,14,7,170,13,13
1928,1,3,76,76,76,2,72,72,72
1929,1,4,92,92,92,13,236,87,87
1930,1,8,105,105,105,11,222,99,99
1931,1,3,13,13,13,2,34,12,12
1932,1,15,128,128,128,12,233,102,102
1933,1,2,22,22,22,5,150,23,23
1934,1,2,2,2,2,4,128,2,2
1935,1,1,127,127,127,1,30,116,116
1936,1,7,117,117,117,3,118,110,110
1937,1,3,100,100,100,1,15,71,71
1938,1,3,54,54,54,1,13,55,55
1939,1,3,103,103,103,2,67,96,96
1940,1,7,84,84,84,3,108,80,80
1941,1,5,188,188,188,7,183,160,160
1942,1,7,84,84,84,3,108,80,80
1943,1,7,39,39,39,3,101,39,39
1944,1,1,51,51,51,1,23,52,52
1945,1,3,41,41,41,1,8,41,41
1946,1,3,126,126,126,2,55,115,115
1947,1,7,39,39,39,3,101,39,39
1948,1,7,45,45,45,3,102,45,45
1949,1,3,181,181,181,2,74,47,47
1950,1,6,35,35,35,10,214,35,35
1951,1,7,131,131,131,2,43,21,21
1952,1,7,117,117,117,3,118,110,110
1953,1,2,31,31,31,4,133,32,32
1954,1,2,31,31,31,4,133,32,32
1955,1,7,132,132,132,9,204,119,119
1956,1,3,137,137,137,2,91,123,123
1957,1,3,100,100,100,1,15,71,71
1958,1,3,89,89,89,1,4,84,84
1959,1,8,135,135,135,2,81,121,121
1960,1,3,107,107,107,2,47,101,101
1961,1,11,139,139,139,6,161,124,124
1962,1,7,58,58,58,9,193,59,59
1963,1,7,77,77,77,3,103,73,73
1964,1,3,69,69,69,2,50,67,67
1965,1,7,64,64,64,3,116,64,64
1966,1,3,66,66,66,5,156,65,65
1967,1,15,134,134,134,12,230,120,120
1968,1,3,5,5,5,5,143,5,5
1969,1,11,139,139,139,6,161,124,124
1970,1,2,98,98,98,11,220,93,93
1971,1,9,172,172,172,9,206,149,149
1972,1,3,48,48,48,2,35,48,48
1973,1,2,115,115,115,4,140,107,107
1974,1,3,145,145,145,1,28,58,58
1975,1,11,146,146,146,6,167,131,131
1976,1,15,109,109,109,12,229,102,102
1977,1,3,70,70,70,2,40,127,127
1978,1,15,109,109,109,12,229,102,102
1979,1,3,38,38,38,2,61,38,38
1980,1,9,148,148,148,9,199,133,133
1981,1,10,28,28,28,8,185,29,29
1982,1,3,47,47,47,2,32,47,47
1983,1,11,149,149,149,6,168,135,135
1984,1,3,21,21,21,2,36,22,22
1985,1,7,64,64,64,3,116,64,64
1986,1,3,151,151,151,5,158,49,49
1987,1,3,76,76,76,2,72,72,72
1988,1,7,63,63,63,3,105,63,63
1989,1,3,76,76,76,2,72,72,72
1990,1,3,5,5,5,5,143,5,5
1991,1,3,56,56,56,2,57,57,57
1992,1,1,27,27,27,1,10,28,28
1993,1,3,82,82,82,2,65,134,134
1994,1,3,5,5,5,5,143,5,5
1995,1,6,154,154,154,10,213,137,137
1996,1,11,156,156,156,6,165,138,138
1997,1,8,135,135,135,2,81,121,121
1998,1,5,16,16,16,7,181,15,15
1999,1,7,77,77,77,3,100,73,73
2000,1,8,81,81,81,11,219,76,76
2001,1,11,157,157,157,6,164,139,139
2002,1,3,155,155,155,2,59,118,118
2003,1,3,158,158,158,2,55,97,97
2004,1,3,158,158,158,2,55,97,97
2005,1,5,129,129,129,7,176,94,94
2006,1,11,139,139,139,6,161,124,124
2007,1,3,21,21,21,2,36,22,22
2008,1,6,124,124,124,10,207,114,114
2009,1,3,11,11,11,1,5,16,16
2010,1,3,8,8,8,2,63,8,8
2011,1,9,159,159,159,9,198,7,7
2012,1,9,43,43,43,9,194,43,43
2013,1,9,43,43,43,9,191,43,43
2014,1,3,160,160,160,2,46,54,54
2015,1,7,120,120,120,3,106,53,53
2016,1,5,7,7,7,7,175,7,7
2017,1,7,45,45,45,3,102,45,45
2018,1,11,139,139,139,6,161,124,124
2019,1,2,22,22,22,5,150,23,23
2020,1,3,41,41,41,1,8,41,41
2021,1,3,47,47,47,2,51,47,47
2022,1,8,163,163,163,2,80,143,143
2023,1,14,164,164,164,3,122,45,45
2024,1,11,144,144,144,6,163,130,130
2025,1,3,80,80,80,2,32,68,68
2026,1,3,88,88,88,2,33,83,83
2027,1,3,88,88,88,2,33,83,83
2028,1,9,161,161,161,9,190,142,142
2029,1,12,130,130,130,2,87,79,79
2030,1,3,48,48,48,2,35,48,48
2031,1,3,3,3,3,2,37,3,3
2032,1,9,150,150,150,9,195,43,43
